RUN	sushiShopLoad.sushiShopLoadSimulation	sushishoploadsimulation	1599839557089	 	3.3.1
USER	scenarioThree	4443	END	1599839795204	1599839795352
USER	scenarioThree	4450	START	1599839795352	1599839795352
REQUEST	4411		openMainPage	1599839794214	1599839795360	OK	 
REQUEST	4446		openMainPage	1599839795292	1599839795388	OK	 
REQUEST	4447		openMainPage	1599839795302	1599839795402	OK	 
REQUEST	4411		makeAnOrder	1599839795360	1599839795412	OK	 
USER	scenarioThree	4411	END	1599839794214	1599839795412
USER	scenarioThree	4451	START	1599839795412	1599839795412
REQUEST	4448		openMainPage	1599839795330	1599839795426	OK	 
REQUEST	4449		openMainPage	1599839795337	1599839795435	OK	 
REQUEST	4446		makeAnOrder	1599839795388	1599839795438	OK	 
USER	scenarioThree	4446	END	1599839795292	1599839795438
USER	scenarioThree	4452	START	1599839795438	1599839795438
REQUEST	4447		makeAnOrder	1599839795402	1599839795456	OK	 
USER	scenarioThree	4447	END	1599839795301	1599839795456
USER	scenarioThree	4453	START	1599839795456	1599839795456
REQUEST	4448		makeAnOrder	1599839795426	1599839795476	OK	 
USER	scenarioThree	4448	END	1599839795330	1599839795477
USER	scenarioThree	4454	START	1599839795477	1599839795477
REQUEST	4449		makeAnOrder	1599839795435	1599839795489	OK	 
USER	scenarioThree	4449	END	1599839795336	1599839795489
USER	scenarioThree	4455	START	1599839795489	1599839795489
REQUEST	4451		openMainPage	1599839795413	1599839795511	OK	 
REQUEST	4416		openMainPage	1599839794415	1599839795518	OK	 
REQUEST	4452		openMainPage	1599839795439	1599839795534	OK	 
REQUEST	4453		openMainPage	1599839795456	1599839795554	OK	 
REQUEST	4451		makeAnOrder	1599839795512	1599839795564	OK	 
USER	scenarioThree	4451	END	1599839795412	1599839795564
USER	scenarioThree	4456	START	1599839795564	1599839795564
REQUEST	4416		makeAnOrder	1599839795518	1599839795569	OK	 
USER	scenarioThree	4416	END	1599839794415	1599839795569
USER	scenarioThree	4457	START	1599839795569	1599839795569
REQUEST	4454		openMainPage	1599839795477	1599839795573	OK	 
REQUEST	4455		openMainPage	1599839795489	1599839795585	OK	 
REQUEST	4452		makeAnOrder	1599839795534	1599839795586	OK	 
USER	scenarioThree	4452	END	1599839795438	1599839795586
USER	scenarioThree	4458	START	1599839795586	1599839795586
REQUEST	4453		makeAnOrder	1599839795554	1599839795605	OK	 
USER	scenarioThree	4453	END	1599839795456	1599839795605
USER	scenarioThree	4459	START	1599839795606	1599839795606
REQUEST	4454		makeAnOrder	1599839795573	1599839795628	OK	 
USER	scenarioThree	4454	END	1599839795477	1599839795628
USER	scenarioThree	4460	START	1599839795628	1599839795628
REQUEST	4455		makeAnOrder	1599839795585	1599839795636	OK	 
USER	scenarioThree	4455	END	1599839795489	1599839795636
USER	scenarioThree	4461	START	1599839795636	1599839795636
REQUEST	4456		openMainPage	1599839795564	1599839795664	OK	 
REQUEST	4457		openMainPage	1599839795570	1599839795668	OK	 
REQUEST	4458		openMainPage	1599839795587	1599839795684	OK	 
REQUEST	4459		openMainPage	1599839795606	1599839795704	OK	 
REQUEST	4456		makeAnOrder	1599839795664	1599839795715	OK	 
USER	scenarioThree	4456	END	1599839795564	1599839795715
USER	scenarioThree	4462	START	1599839795715	1599839795715
REQUEST	4457		makeAnOrder	1599839795669	1599839795718	OK	 
USER	scenarioThree	4457	END	1599839795569	1599839795719
USER	scenarioThree	4463	START	1599839795719	1599839795719
REQUEST	4460		openMainPage	1599839795629	1599839795726	OK	 
REQUEST	4458		makeAnOrder	1599839795685	1599839795737	OK	 
USER	scenarioThree	4458	END	1599839795586	1599839795737
USER	scenarioThree	4464	START	1599839795737	1599839795737
REQUEST	4444		openMainPage	1599839795257	1599839795755	OK	 
REQUEST	4459		makeAnOrder	1599839795704	1599839795756	OK	 
USER	scenarioThree	4459	END	1599839795606	1599839795756
REQUEST	4445		openMainPage	1599839795257	1599839795756	OK	 
USER	scenarioThree	4465	START	1599839795756	1599839795756
REQUEST	4382		openMainPage	1599839791618	1599839795763	OK	 
REQUEST	4385		openMainPage	1599839791620	1599839795768	OK	 
REQUEST	4460		makeAnOrder	1599839795726	1599839795777	OK	 
USER	scenarioThree	4460	END	1599839795628	1599839795777
USER	scenarioThree	4466	START	1599839795777	1599839795777
REQUEST	4444		makeAnOrder	1599839795756	1599839795807	OK	 
USER	scenarioThree	4444	END	1599839795256	1599839795807
USER	scenarioThree	4467	START	1599839795807	1599839795807
REQUEST	4445		makeAnOrder	1599839795756	1599839795809	OK	 
USER	scenarioThree	4445	END	1599839795257	1599839795809
USER	scenarioThree	4468	START	1599839795809	1599839795809
REQUEST	4462		openMainPage	1599839795715	1599839795811	OK	 
REQUEST	4382		makeAnOrder	1599839795763	1599839795821	OK	 
USER	scenarioThree	4382	END	1599839791617	1599839795822
REQUEST	4385		makeAnOrder	1599839795769	1599839795822	OK	 
USER	scenarioThree	4385	END	1599839791620	1599839795822
USER	scenarioThree	4469	START	1599839795822	1599839795822
USER	scenarioThree	4470	START	1599839795822	1599839795822
REQUEST	4464		openMainPage	1599839795737	1599839795833	OK	 
REQUEST	4465		openMainPage	1599839795756	1599839795852	OK	 
REQUEST	4462		makeAnOrder	1599839795811	1599839795862	OK	 
USER	scenarioThree	4462	END	1599839795715	1599839795862
USER	scenarioThree	4471	START	1599839795862	1599839795862
REQUEST	4466		openMainPage	1599839795777	1599839795874	OK	 
REQUEST	4464		makeAnOrder	1599839795833	1599839795884	OK	 
USER	scenarioThree	4464	END	1599839795737	1599839795884
USER	scenarioThree	4472	START	1599839795884	1599839795884
REQUEST	4468		openMainPage	1599839795810	1599839795904	OK	 
REQUEST	4467		openMainPage	1599839795807	1599839795904	OK	 
REQUEST	4465		makeAnOrder	1599839795852	1599839795905	OK	 
USER	scenarioThree	4465	END	1599839795756	1599839795905
USER	scenarioThree	4473	START	1599839795905	1599839795905
REQUEST	4469		openMainPage	1599839795822	1599839795921	OK	 
REQUEST	4470		openMainPage	1599839795822	1599839795922	OK	 
REQUEST	4466		makeAnOrder	1599839795874	1599839795926	OK	 
USER	scenarioThree	4466	END	1599839795777	1599839795926
USER	scenarioThree	4474	START	1599839795926	1599839795926
REQUEST	4468		makeAnOrder	1599839795904	1599839795956	OK	 
USER	scenarioThree	4468	END	1599839795809	1599839795956
USER	scenarioThree	4475	START	1599839795956	1599839795956
REQUEST	4467		makeAnOrder	1599839795904	1599839795957	OK	 
USER	scenarioThree	4467	END	1599839795807	1599839795957
USER	scenarioThree	4476	START	1599839795957	1599839795957
REQUEST	4471		openMainPage	1599839795862	1599839795960	OK	 
REQUEST	4469		makeAnOrder	1599839795921	1599839795977	OK	 
REQUEST	4470		makeAnOrder	1599839795922	1599839795977	OK	 
USER	scenarioThree	4469	END	1599839795822	1599839795977
USER	scenarioThree	4470	END	1599839795822	1599839795977
USER	scenarioThree	4477	START	1599839795977	1599839795977
USER	scenarioThree	4478	START	1599839795977	1599839795977
REQUEST	4472		openMainPage	1599839795884	1599839795983	OK	 
REQUEST	4473		openMainPage	1599839795905	1599839796004	OK	 
REQUEST	4471		makeAnOrder	1599839795960	1599839796012	OK	 
USER	scenarioThree	4471	END	1599839795862	1599839796012
USER	scenarioThree	4479	START	1599839796012	1599839796012
REQUEST	4472		makeAnOrder	1599839795983	1599839796035	OK	 
USER	scenarioThree	4472	END	1599839795884	1599839796036
USER	scenarioThree	4480	START	1599839796036	1599839796036
REQUEST	4476		openMainPage	1599839795957	1599839796053	OK	 
REQUEST	4475		openMainPage	1599839795957	1599839796054	OK	 
REQUEST	4473		makeAnOrder	1599839796004	1599839796056	OK	 
USER	scenarioThree	4473	END	1599839795905	1599839796056
USER	scenarioThree	4481	START	1599839796056	1599839796056
REQUEST	4477		openMainPage	1599839795978	1599839796074	OK	 
REQUEST	4478		openMainPage	1599839795978	1599839796075	OK	 
REQUEST	4429		openMainPage	1599839794953	1599839796099	OK	 
REQUEST	4476		makeAnOrder	1599839796053	1599839796105	OK	 
USER	scenarioThree	4476	END	1599839795957	1599839796105
USER	scenarioThree	4482	START	1599839796106	1599839796106
REQUEST	4475		makeAnOrder	1599839796054	1599839796106	OK	 
USER	scenarioThree	4475	END	1599839795956	1599839796107
USER	scenarioThree	4483	START	1599839796107	1599839796107
REQUEST	4479		openMainPage	1599839796013	1599839796109	OK	 
REQUEST	4478		makeAnOrder	1599839796075	1599839796128	OK	 
REQUEST	4477		makeAnOrder	1599839796074	1599839796132	OK	 
REQUEST	4480		openMainPage	1599839796036	1599839796134	OK	 
USER	scenarioThree	4478	END	1599839795977	1599839796128
USER	scenarioThree	4477	END	1599839795977	1599839796132
USER	scenarioThree	4484	START	1599839796136	1599839796136
USER	scenarioThree	4485	START	1599839796136	1599839796136
REQUEST	4429		makeAnOrder	1599839796099	1599839796151	OK	 
REQUEST	4481		openMainPage	1599839796056	1599839796151	OK	 
USER	scenarioThree	4429	END	1599839794953	1599839796151
USER	scenarioThree	4486	START	1599839796151	1599839796151
REQUEST	4479		makeAnOrder	1599839796109	1599839796161	OK	 
USER	scenarioThree	4479	END	1599839796012	1599839796161
USER	scenarioThree	4487	START	1599839796161	1599839796161
REQUEST	4480		makeAnOrder	1599839796134	1599839796185	OK	 
USER	scenarioThree	4480	END	1599839796036	1599839796185
USER	scenarioThree	4488	START	1599839796186	1599839796186
REQUEST	4483		openMainPage	1599839796107	1599839796201	OK	 
REQUEST	4481		makeAnOrder	1599839796151	1599839796203	OK	 
USER	scenarioThree	4481	END	1599839796056	1599839796203
USER	scenarioThree	4489	START	1599839796203	1599839796203
REQUEST	4485		openMainPage	1599839796136	1599839796234	OK	 
REQUEST	4484		openMainPage	1599839796136	1599839796234	OK	 
REQUEST	4486		openMainPage	1599839796152	1599839796248	OK	 
REQUEST	4483		makeAnOrder	1599839796202	1599839796253	OK	 
USER	scenarioThree	4483	END	1599839796107	1599839796254
USER	scenarioThree	4490	START	1599839796254	1599839796254
REQUEST	4487		openMainPage	1599839796161	1599839796259	OK	 
REQUEST	4488		openMainPage	1599839796186	1599839796282	OK	 
REQUEST	4485		makeAnOrder	1599839796234	1599839796289	OK	 
USER	scenarioThree	4485	END	1599839796136	1599839796289
REQUEST	4484		makeAnOrder	1599839796234	1599839796289	OK	 
USER	scenarioThree	4484	END	1599839796136	1599839796289
USER	scenarioThree	4491	START	1599839796289	1599839796289
USER	scenarioThree	4492	START	1599839796289	1599839796289
REQUEST	4491		openMainPage	1599839796289	1599839796293	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	4492		openMainPage	1599839796290	1599839796294	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	4491		makeAnOrder	1599839796293	1599839796296	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
USER	scenarioThree	4491	END	1599839796289	1599839796296
REQUEST	4492		makeAnOrder	1599839796294	1599839796296	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
USER	scenarioThree	4492	END	1599839796289	1599839796297
USER	scenarioThree	4493	START	1599839796296	1599839796296
USER	scenarioThree	4494	START	1599839796297	1599839796297
REQUEST	4486		makeAnOrder	1599839796248	1599839796299	OK	 
USER	scenarioThree	4486	END	1599839796151	1599839796299
USER	scenarioThree	4495	START	1599839796299	1599839796299
REQUEST	4495		openMainPage	1599839796299	1599839796303	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
REQUEST	4495		makeAnOrder	1599839796303	1599839796307	KO	i.n.c.AbstractChannel$AnnotatedNoRouteToHostException: Нет маршрута до узла: /185.233.0.230:3000
USER	scenarioThree	4495	END	1599839796299	1599839796307
USER	scenarioThree	4496	START	1599839796307	1599839796307
REQUEST	4487		makeAnOrder	1599839796259	1599839796315	OK	 
USER	scenarioThree	4487	END	1599839796161	1599839796316
USER	scenarioThree	4497	START	1599839796316	1599839796316
REQUEST	4488		makeAnOrder	1599839796282	1599839796334	OK	 
USER	scenarioThree	4488	END	1599839796186	1599839796334
USER	scenarioThree	4498	START	1599839796334	1599839796334
REQUEST	4490		openMainPage	1599839796254	1599839796351	OK	 
REQUEST	4490		makeAnOrder	1599839796351	1599839796403	OK	 
USER	scenarioThree	4490	END	1599839796254	1599839796403
USER	scenarioThree	4499	START	1599839796403	1599839796403
REQUEST	4450		openMainPage	1599839795353	1599839796513	OK	 
REQUEST	4450		makeAnOrder	1599839796513	1599839796566	OK	 
USER	scenarioThree	4450	END	1599839795352	1599839796566
USER	scenarioThree	4500	START	1599839796566	1599839796566
REQUEST	4489		openMainPage	1599839796204	1599839796704	OK	 
REQUEST	4489		makeAnOrder	1599839796705	1599839796757	OK	 
USER	scenarioThree	4489	END	1599839796203	1599839796757
USER	scenarioThree	4501	START	1599839796757	1599839796757
REQUEST	4461		openMainPage	1599839795637	1599839796803	OK	 
REQUEST	4461		makeAnOrder	1599839796803	1599839796855	OK	 
USER	scenarioThree	4461	END	1599839795636	1599839796855
USER	scenarioThree	4502	START	1599839796855	1599839796855
REQUEST	4463		openMainPage	1599839795719	1599839796867	OK	 
REQUEST	4463		makeAnOrder	1599839796867	1599839796920	OK	 
USER	scenarioThree	4463	END	1599839795719	1599839796920
USER	scenarioThree	4503	START	1599839796920	1599839796920
REQUEST	4474		openMainPage	1599839795927	1599839797091	OK	 
REQUEST	4474		makeAnOrder	1599839797092	1599839797143	OK	 
USER	scenarioThree	4474	END	1599839795926	1599839797144
USER	scenarioThree	4504	START	1599839797144	1599839797144
REQUEST	4482		openMainPage	1599839796106	1599839797216	OK	 
REQUEST	4504		openMainPage	1599839797144	1599839797242	OK	 
REQUEST	4482		makeAnOrder	1599839797216	1599839797268	OK	 
USER	scenarioThree	4482	END	1599839796106	1599839797268
USER	scenarioThree	4505	START	1599839797268	1599839797268
REQUEST	4504		makeAnOrder	1599839797242	1599839797296	OK	 
USER	scenarioThree	4504	END	1599839797144	1599839797296
USER	scenarioThree	4506	START	1599839797296	1599839797296
REQUEST	4505		openMainPage	1599839797269	1599839797364	OK	 
REQUEST	4506		openMainPage	1599839797297	1599839797394	OK	 
REQUEST	4494		openMainPage	1599839796297	1599839797406	OK	 
REQUEST	4493		openMainPage	1599839796297	1599839797406	OK	 
REQUEST	4496		openMainPage	1599839796307	1599839797406	OK	 
REQUEST	4505		makeAnOrder	1599839797364	1599839797416	OK	 
USER	scenarioThree	4505	END	1599839797268	1599839797416
USER	scenarioThree	4507	START	1599839797416	1599839797416
REQUEST	4498		openMainPage	1599839796334	1599839797436	OK	 
REQUEST	4497		openMainPage	1599839796316	1599839797437	OK	 
REQUEST	4506		makeAnOrder	1599839797394	1599839797445	OK	 
USER	scenarioThree	4506	END	1599839797296	1599839797445
USER	scenarioThree	4508	START	1599839797445	1599839797445
REQUEST	4493		makeAnOrder	1599839797406	1599839797458	OK	 
USER	scenarioThree	4493	END	1599839796296	1599839797458
REQUEST	4494		makeAnOrder	1599839797406	1599839797458	OK	 
USER	scenarioThree	4509	START	1599839797458	1599839797458
USER	scenarioThree	4494	END	1599839796297	1599839797458
USER	scenarioThree	4510	START	1599839797459	1599839797459
REQUEST	4496		makeAnOrder	1599839797406	1599839797459	OK	 
USER	scenarioThree	4496	END	1599839796307	1599839797460
USER	scenarioThree	4511	START	1599839797460	1599839797460
REQUEST	4498		makeAnOrder	1599839797436	1599839797489	OK	 
USER	scenarioThree	4498	END	1599839796334	1599839797489
USER	scenarioThree	4512	START	1599839797489	1599839797489
REQUEST	4497		makeAnOrder	1599839797437	1599839797490	OK	 
USER	scenarioThree	4497	END	1599839796316	1599839797490
USER	scenarioThree	4513	START	1599839797490	1599839797490
REQUEST	4507		openMainPage	1599839797417	1599839797511	OK	 
REQUEST	4499		openMainPage	1599839796404	1599839797537	OK	 
REQUEST	4508		openMainPage	1599839797446	1599839797543	OK	 
REQUEST	4509		openMainPage	1599839797459	1599839797554	OK	 
REQUEST	4510		openMainPage	1599839797459	1599839797556	OK	 
REQUEST	4511		openMainPage	1599839797460	1599839797556	OK	 
REQUEST	4507		makeAnOrder	1599839797511	1599839797561	OK	 
USER	scenarioThree	4507	END	1599839797416	1599839797562
USER	scenarioThree	4514	START	1599839797562	1599839797562
REQUEST	4512		openMainPage	1599839797490	1599839797586	OK	 
REQUEST	4513		openMainPage	1599839797490	1599839797587	OK	 
REQUEST	4499		makeAnOrder	1599839797537	1599839797589	OK	 
USER	scenarioThree	4499	END	1599839796403	1599839797589
USER	scenarioThree	4515	START	1599839797589	1599839797589
REQUEST	4508		makeAnOrder	1599839797543	1599839797594	OK	 
USER	scenarioThree	4508	END	1599839797445	1599839797594
USER	scenarioThree	4516	START	1599839797594	1599839797594
REQUEST	4509		makeAnOrder	1599839797554	1599839797610	OK	 
USER	scenarioThree	4509	END	1599839797458	1599839797610
USER	scenarioThree	4517	START	1599839797610	1599839797610
REQUEST	4510		makeAnOrder	1599839797556	1599839797612	OK	 
USER	scenarioThree	4510	END	1599839797459	1599839797612
REQUEST	4511		makeAnOrder	1599839797557	1599839797612	OK	 
USER	scenarioThree	4511	END	1599839797460	1599839797612
USER	scenarioThree	4518	START	1599839797612	1599839797612
USER	scenarioThree	4519	START	1599839797612	1599839797612
REQUEST	4512		makeAnOrder	1599839797586	1599839797641	OK	 
USER	scenarioThree	4512	END	1599839797489	1599839797641
REQUEST	4513		makeAnOrder	1599839797587	1599839797641	OK	 
USER	scenarioThree	4513	END	1599839797490	1599839797641
USER	scenarioThree	4520	START	1599839797641	1599839797641
USER	scenarioThree	4521	START	1599839797641	1599839797641
REQUEST	4514		openMainPage	1599839797562	1599839797659	OK	 
REQUEST	4515		openMainPage	1599839797590	1599839797689	OK	 
REQUEST	4517		openMainPage	1599839797610	1599839797707	OK	 
REQUEST	4519		openMainPage	1599839797613	1599839797709	OK	 
REQUEST	4514		makeAnOrder	1599839797660	1599839797711	OK	 
USER	scenarioThree	4514	END	1599839797562	1599839797711
USER	scenarioThree	4522	START	1599839797712	1599839797712
REQUEST	4521		openMainPage	1599839797642	1599839797737	OK	 
REQUEST	4520		openMainPage	1599839797642	1599839797739	OK	 
REQUEST	4515		makeAnOrder	1599839797689	1599839797745	OK	 
USER	scenarioThree	4515	END	1599839797589	1599839797745
USER	scenarioThree	4523	START	1599839797745	1599839797745
REQUEST	4517		makeAnOrder	1599839797707	1599839797760	OK	 
USER	scenarioThree	4517	END	1599839797610	1599839797760
USER	scenarioThree	4524	START	1599839797760	1599839797760
REQUEST	4519		makeAnOrder	1599839797709	1599839797761	OK	 
USER	scenarioThree	4519	END	1599839797612	1599839797761
USER	scenarioThree	4525	START	1599839797761	1599839797761
REQUEST	4521		makeAnOrder	1599839797737	1599839797791	OK	 
USER	scenarioThree	4521	END	1599839797641	1599839797791
USER	scenarioThree	4526	START	1599839797791	1599839797791
REQUEST	4520		makeAnOrder	1599839797739	1599839797792	OK	 
USER	scenarioThree	4520	END	1599839797641	1599839797792
USER	scenarioThree	4527	START	1599839797792	1599839797792
REQUEST	4522		openMainPage	1599839797712	1599839797809	OK	 
REQUEST	4523		openMainPage	1599839797745	1599839797842	OK	 
REQUEST	4524		openMainPage	1599839797761	1599839797857	OK	 
REQUEST	4522		makeAnOrder	1599839797809	1599839797860	OK	 
USER	scenarioThree	4522	END	1599839797712	1599839797860
USER	scenarioThree	4528	START	1599839797861	1599839797861
REQUEST	4501		openMainPage	1599839796757	1599839797886	OK	 
REQUEST	4526		openMainPage	1599839797791	1599839797888	OK	 
REQUEST	4527		openMainPage	1599839797792	1599839797889	OK	 
REQUEST	4523		makeAnOrder	1599839797842	1599839797895	OK	 
USER	scenarioThree	4523	END	1599839797745	1599839797895
USER	scenarioThree	4529	START	1599839797895	1599839797895
REQUEST	4524		makeAnOrder	1599839797857	1599839797909	OK	 
USER	scenarioThree	4524	END	1599839797760	1599839797910
USER	scenarioThree	4530	START	1599839797910	1599839797910
REQUEST	4501		makeAnOrder	1599839797886	1599839797939	OK	 
USER	scenarioThree	4501	END	1599839796757	1599839797939
USER	scenarioThree	4531	START	1599839797939	1599839797939
REQUEST	4526		makeAnOrder	1599839797888	1599839797943	OK	 
USER	scenarioThree	4526	END	1599839797791	1599839797943
REQUEST	4527		makeAnOrder	1599839797889	1599839797943	OK	 
USER	scenarioThree	4527	END	1599839797792	1599839797943
USER	scenarioThree	4532	START	1599839797943	1599839797943
USER	scenarioThree	4533	START	1599839797943	1599839797943
REQUEST	4528		openMainPage	1599839797861	1599839797958	OK	 
REQUEST	4502		openMainPage	1599839796855	1599839797982	OK	 
REQUEST	4529		openMainPage	1599839797896	1599839797992	OK	 
REQUEST	4530		openMainPage	1599839797910	1599839798006	OK	 
REQUEST	4528		makeAnOrder	1599839797958	1599839798013	OK	 
USER	scenarioThree	4528	END	1599839797861	1599839798013
USER	scenarioThree	4534	START	1599839798013	1599839798013
REQUEST	4502		makeAnOrder	1599839797982	1599839798034	OK	 
USER	scenarioThree	4502	END	1599839796855	1599839798034
USER	scenarioThree	4535	START	1599839798034	1599839798034
REQUEST	4531		openMainPage	1599839797940	1599839798037	OK	 
REQUEST	4533		openMainPage	1599839797944	1599839798045	OK	 
REQUEST	4529		makeAnOrder	1599839797993	1599839798046	OK	 
REQUEST	4532		openMainPage	1599839797944	1599839798046	OK	 
USER	scenarioThree	4529	END	1599839797895	1599839798046
USER	scenarioThree	4536	START	1599839798046	1599839798046
REQUEST	4503		openMainPage	1599839796921	1599839798049	OK	 
USER	scenarioThree	4537	START	1599839798058	1599839798058
REQUEST	4530		makeAnOrder	1599839798007	1599839798059	OK	 
USER	scenarioThree	4530	END	1599839797910	1599839798059
USER	scenarioThree	4538	START	1599839798059	1599839798059
REQUEST	4531		makeAnOrder	1599839798038	1599839798090	OK	 
USER	scenarioThree	4531	END	1599839797939	1599839798090
USER	scenarioThree	4539	START	1599839798090	1599839798090
REQUEST	4533		makeAnOrder	1599839798046	1599839798099	OK	 
USER	scenarioThree	4533	END	1599839797943	1599839798099
USER	scenarioThree	4540	START	1599839798099	1599839798099
REQUEST	4532		makeAnOrder	1599839798046	1599839798100	OK	 
USER	scenarioThree	4532	END	1599839797943	1599839798100
USER	scenarioThree	4541	START	1599839798100	1599839798100
REQUEST	4503		makeAnOrder	1599839798049	1599839798101	OK	 
USER	scenarioThree	4503	END	1599839796920	1599839798101
USER	scenarioThree	4542	START	1599839798101	1599839798101
REQUEST	4534		openMainPage	1599839798014	1599839798111	OK	 
REQUEST	4535		openMainPage	1599839798035	1599839798130	OK	 
REQUEST	4536		openMainPage	1599839798046	1599839798143	OK	 
REQUEST	4537		openMainPage	1599839798058	1599839798155	OK	 
REQUEST	4534		makeAnOrder	1599839798111	1599839798165	OK	 
USER	scenarioThree	4534	END	1599839798013	1599839798166
USER	scenarioThree	4543	START	1599839798166	1599839798166
REQUEST	4535		makeAnOrder	1599839798130	1599839798182	OK	 
USER	scenarioThree	4535	END	1599839798034	1599839798182
USER	scenarioThree	4544	START	1599839798182	1599839798182
REQUEST	4539		openMainPage	1599839798090	1599839798188	OK	 
REQUEST	4540		openMainPage	1599839798100	1599839798197	OK	 
REQUEST	4541		openMainPage	1599839798100	1599839798198	OK	 
REQUEST	4536		makeAnOrder	1599839798144	1599839798200	OK	 
USER	scenarioThree	4536	END	1599839798046	1599839798201
REQUEST	4542		openMainPage	1599839798101	1599839798201	OK	 
USER	scenarioThree	4545	START	1599839798201	1599839798201
REQUEST	4537		makeAnOrder	1599839798155	1599839798211	OK	 
USER	scenarioThree	4537	END	1599839798058	1599839798211
USER	scenarioThree	4546	START	1599839798211	1599839798211
REQUEST	4539		makeAnOrder	1599839798189	1599839798241	OK	 
USER	scenarioThree	4539	END	1599839798090	1599839798242
USER	scenarioThree	4547	START	1599839798242	1599839798242
REQUEST	4541		makeAnOrder	1599839798198	1599839798250	OK	 
REQUEST	4540		makeAnOrder	1599839798198	1599839798251	OK	 
USER	scenarioThree	4541	END	1599839798100	1599839798251
USER	scenarioThree	4540	END	1599839798099	1599839798251
USER	scenarioThree	4548	START	1599839798251	1599839798251
USER	scenarioThree	4549	START	1599839798251	1599839798251
REQUEST	4542		makeAnOrder	1599839798201	1599839798253	OK	 
USER	scenarioThree	4542	END	1599839798101	1599839798253
USER	scenarioThree	4550	START	1599839798253	1599839798253
REQUEST	4543		openMainPage	1599839798166	1599839798265	OK	 
REQUEST	4544		openMainPage	1599839798182	1599839798280	OK	 
REQUEST	4545		openMainPage	1599839798201	1599839798298	OK	 
REQUEST	4546		openMainPage	1599839798212	1599839798307	OK	 
REQUEST	4538		openMainPage	1599839798059	1599839798313	OK	 
REQUEST	4543		makeAnOrder	1599839798265	1599839798316	OK	 
USER	scenarioThree	4543	END	1599839798166	1599839798316
USER	scenarioThree	4551	START	1599839798316	1599839798316
REQUEST	4544		makeAnOrder	1599839798281	1599839798333	OK	 
USER	scenarioThree	4544	END	1599839798182	1599839798333
USER	scenarioThree	4552	START	1599839798333	1599839798333
REQUEST	4547		openMainPage	1599839798242	1599839798343	OK	 
REQUEST	4548		openMainPage	1599839798251	1599839798351	OK	 
REQUEST	4549		openMainPage	1599839798251	1599839798352	OK	 
REQUEST	4545		makeAnOrder	1599839798298	1599839798353	OK	 
USER	scenarioThree	4545	END	1599839798201	1599839798353
USER	scenarioThree	4553	START	1599839798353	1599839798353
REQUEST	4546		makeAnOrder	1599839798307	1599839798359	OK	 
USER	scenarioThree	4546	END	1599839798211	1599839798359
USER	scenarioThree	4554	START	1599839798359	1599839798359
REQUEST	4538		makeAnOrder	1599839798313	1599839798369	OK	 
USER	scenarioThree	4538	END	1599839798059	1599839798369
USER	scenarioThree	4555	START	1599839798369	1599839798369
REQUEST	4547		makeAnOrder	1599839798343	1599839798395	OK	 
USER	scenarioThree	4547	END	1599839798242	1599839798396
USER	scenarioThree	4556	START	1599839798396	1599839798396
REQUEST	4548		makeAnOrder	1599839798351	1599839798404	OK	 
USER	scenarioThree	4548	END	1599839798251	1599839798404
REQUEST	4549		makeAnOrder	1599839798352	1599839798404	OK	 
USER	scenarioThree	4557	START	1599839798404	1599839798404
USER	scenarioThree	4549	END	1599839798251	1599839798405
USER	scenarioThree	4558	START	1599839798405	1599839798405
REQUEST	4551		openMainPage	1599839798316	1599839798412	OK	 
REQUEST	4552		openMainPage	1599839798334	1599839798430	OK	 
REQUEST	4554		openMainPage	1599839798359	1599839798456	OK	 
REQUEST	4555		openMainPage	1599839798369	1599839798464	OK	 
REQUEST	4551		makeAnOrder	1599839798412	1599839798467	OK	 
USER	scenarioThree	4551	END	1599839798316	1599839798467
USER	scenarioThree	4559	START	1599839798467	1599839798467
REQUEST	4552		makeAnOrder	1599839798430	1599839798482	OK	 
USER	scenarioThree	4552	END	1599839798333	1599839798482
USER	scenarioThree	4560	START	1599839798482	1599839798482
REQUEST	4556		openMainPage	1599839798396	1599839798495	OK	 
REQUEST	4557		openMainPage	1599839798404	1599839798500	OK	 
REQUEST	4558		openMainPage	1599839798405	1599839798502	OK	 
REQUEST	4554		makeAnOrder	1599839798456	1599839798507	OK	 
USER	scenarioThree	4554	END	1599839798359	1599839798507
USER	scenarioThree	4561	START	1599839798508	1599839798508
REQUEST	4555		makeAnOrder	1599839798464	1599839798515	OK	 
USER	scenarioThree	4555	END	1599839798369	1599839798515
USER	scenarioThree	4562	START	1599839798515	1599839798515
REQUEST	4556		makeAnOrder	1599839798495	1599839798548	OK	 
USER	scenarioThree	4556	END	1599839798396	1599839798548
USER	scenarioThree	4563	START	1599839798548	1599839798548
REQUEST	4557		makeAnOrder	1599839798500	1599839798551	OK	 
